Date,level_1,0,,open,low,high,close,adj close
4-30-15,Low,224.9929962,5-30-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
4-30-15,Open,225.6929932,5-31-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
4-30-15,Close,236.1450043,6-1-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
4-30-15,Volume,33818600,6-2-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
4-30-15,Adj Close,236.1450043,6-3-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-1-15,High,238.9660034,6-4-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-1-15,Low,232.0789948,6-5-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-1-15,Open,235.9389954,6-6-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-1-15,Close,232.0789948,6-7-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-1-15,Volume,18815300,6-8-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-1-15,Adj Close,232.0789948,6-9-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-2-15,High,235.727005,6-10-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-2-15,Low,232.3410034,6-11-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-2-15,Open,232.3410034,6-12-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-2-15,Close,234.9299927,6-13-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-2-15,Volume,12535500,6-14-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-2-15,Adj Close,234.9299927,6-15-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-3-15,High,243.2400055,6-16-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-3-15,Low,234.0829926,6-17-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-3-15,Open,234.8800049,6-18-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-3-15,Close,240.3580017,6-19-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-3-15,Volume,18494100,6-20-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-3-15,Adj Close,240.3580017,6-21-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-4-15,High,242.6380005,6-22-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-4-15,Low,237.8099976,6-23-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-4-15,Open,240.3560028,6-24-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-4-15,Close,239.0180054,6-25-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-4-15,Volume,21223400,6-26-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-4-15,Adj Close,239.0180054,6-27-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-5-15,High,239.2039948,6-28-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-5-15,Low,232.0540009,6-29-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-5-15,Open,238.852005,6-30-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-5-15,Close,236.1210022,7-1-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-5-15,Volume,23929100,7-2-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-5-15,Adj Close,236.1210022,7-3-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-6-15,High,236.4539948,7-4-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-6-15,Low,229.2310028,7-5-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-6-15,Open,236.2489929,7-6-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-6-15,Close,229.7819977,7-7-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-6-15,Volume,29587200,7-8-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-6-15,Adj Close,229.7819977,7-9-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-7-15,High,239.1049957,7-10-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-7-15,Low,228.572998,7-11-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-7-15,Open,229.6620026,7-12-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-7-15,Close,237.3339996,7-13-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-7-15,Volume,29064400,7-14-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-7-15,Adj Close,237.3339996,7-15-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-8-15,High,246.2749939,7-16-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-8-15,Low,236.2740021,7-17-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-8-15,Open,237.2039948,7-18-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-8-15,Close,243.8630066,7-19-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-8-15,Volume,27445500,7-20-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-8-15,Adj Close,243.8630066,7-21-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-9-15,High,247.8040009,7-22-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-9-15,Low,239.6390076,7-23-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-9-15,Open,243.7689972,7-24-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-9-15,Close,241.8320007,7-25-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-9-15,Volume,19790500,7-26-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-9-15,Adj Close,241.8320007,7-27-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-10-15,High,244.0679932,7-28-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-10-15,Low,238.848999,7-29-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-10-15,Open,241.7290039,7-30-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-10-15,Close,240.2960052,7-31-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-10-15,Volume,15019100,8-1-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-10-15,Adj Close,240.2960052,8-2-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-11-15,High,244.2700043,8-3-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-11-15,Low,239.3760071,8-4-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-11-15,Open,240.298996,8-5-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-11-15,Close,242.1580048,8-6-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-11-15,Volume,20892300,8-7-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-11-15,Adj Close,242.1580048,8-8-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-12-15,High,242.8809967,8-9-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-12-15,Low,240.098999,8-10-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-12-15,Open,242.1450043,8-11-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-12-15,Close,241.1119995,8-12-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-12-15,Volume,19282600,8-13-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-12-15,Adj Close,241.1119995,8-14-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-13-15,High,243.7039948,8-15-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-13-15,Low,235.0449982,8-16-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-13-15,Open,241.397995,8-17-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-13-15,Close,236.3769989,8-18-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-13-15,Volume,27180100,8-19-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-13-15,Adj Close,236.3769989,8-20-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-14-15,High,237.798996,8-21-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-14-15,Low,234.0570068,8-22-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-14-15,Open,236.2140045,8-23-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-14-15,Close,236.9290009,8-24-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-14-15,Volume,24413700,8-25-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-14-15,Adj Close,236.9290009,8-26-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-15-15,High,238.753006,8-27-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-15-15,Low,236.7949982,8-28-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-15-15,Open,236.9550018,8-29-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-15-15,Close,237.6049957,8-30-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-15-15,Volume,16329400,8-31-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-15-15,Adj Close,237.6049957,9-1-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-16-15,High,237.6970062,9-2-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-16-15,Low,235.2949982,9-3-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-16-15,Open,237.6439972,9-4-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-16-15,Close,236.1529999,9-5-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-16-15,Volume,11089700,9-6-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-16-15,Adj Close,236.1529999,9-7-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-17-15,High,238.0249939,9-8-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-17-15,Low,236.0099945,9-9-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-17-15,Open,236.0099945,9-10-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-17-15,Close,236.802002,9-11-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-17-15,Volume,11134300,9-12-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-17-15,Adj Close,236.802002,9-13-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-18-15,High,237.2100067,9-14-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-18-15,Low,232.4600067,9-15-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-18-15,Open,236.8869934,9-16-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-18-15,Close,233.128006,9-17-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-18-15,Volume,16780300,9-18-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-18-15,Adj Close,233.128006,9-19-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-19-15,High,234.151001,9-20-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-19-15,Low,231.8170013,9-21-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-19-15,Open,233.0370026,9-22-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-19-15,Close,231.9470062,9-23-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-19-15,Volume,14241900,9-24-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-19-15,Adj Close,231.9470062,9-25-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-20-15,High,234.6829987,9-26-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-20-15,Low,231.8419952,9-27-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-20-15,Open,231.8899994,9-28-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-20-15,Close,234.0180054,9-29-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-20-15,Volume,15499400,9-30-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-20-15,Adj Close,234.0180054,10-1-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-21-15,High,236.2420044,10-2-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-21-15,Low,233.8350067,10-3-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-21-15,Open,234.0160065,10-4-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-21-15,Close,235.3439941,10-5-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-21-15,Volume,15108900,10-6-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-21-15,Adj Close,235.3439941,10-7-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-22-15,High,240.9689941,10-8-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-22-15,Low,235.0599976,10-9-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-22-15,Open,235.3209991,10-10-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-22-15,Close,240.3480072,10-11-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-22-15,Volume,27003000,10-12-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-22-15,Adj Close,240.3480072,10-13-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-23-15,High,241.0249939,10-14-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-23-15,Low,238.6909943,10-15-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-23-15,Open,240.2859955,10-16-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-23-15,Close,238.871994,10-17-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-23-15,Volume,14605000,10-18-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-23-15,Adj Close,238.871994,10-19-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-24-15,High,241.9779968,10-20-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-24-15,Low,238.8110046,10-21-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-24-15,Open,238.9759979,10-22-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-24-15,Close,240.9530029,10-23-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-24-15,Volume,11508000,10-24-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-24-15,Adj Close,240.9530029,10-25-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-25-15,High,241.0209961,10-26-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-25-15,Low,236.6369934,10-27-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-25-15,Open,240.927002,10-28-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-25-15,Close,237.1100006,10-29-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-25-15,Volume,14423900,10-30-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-25-15,Adj Close,237.1100006,10-31-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-26-15,High,238.2420044,11-1-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-26-15,Low,235.6920013,11-2-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-26-15,Open,237.1040039,11-3-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-26-15,Close,237.1159973,11-4-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-26-15,Volume,16425000,11-5-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-26-15,Adj Close,237.1159973,11-6-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-27-15,High,238.6360016,11-7-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-27-15,Low,236.6950073,11-8-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-27-15,Open,237.0650024,11-9-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-27-15,Close,237.2830048,11-10-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-27-15,Volume,18837000,11-11-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-27-15,Adj Close,237.2830048,11-12-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-28-15,High,237.8240051,11-13-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-28-15,Low,236.6519928,11-14-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-28-15,Open,237.2570038,11-15-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-28-15,Close,237.4080048,11-16-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-28-15,Volume,13829600,11-17-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-28-15,Adj Close,237.4080048,11-18-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-29-15,High,237.5220032,11-19-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-29-15,Low,235.7310028,11-20-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-29-15,Open,237.3769989,11-21-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-29-15,Close,237.095993,11-22-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-29-15,Volume,14805000,11-23-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-29-15,Adj Close,237.095993,11-24-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-30-15,High,237.0930023,11-25-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-30-15,Low,232.0460052,11-26-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-30-15,Open,237.0919952,11-27-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-30-15,Close,233.3450012,11-28-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-30-15,Volume,14098600,11-29-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-30-15,Adj Close,233.3450012,11-30-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
5-31-15,High,233.2519989,12-1-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
5-31-15,Low,229.5420074,12-2-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
5-31-15,Open,233.1349945,12-3-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
5-31-15,Close,230.1900024,12-4-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
5-31-15,Volume,14730800,12-5-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
5-31-15,Adj Close,230.1900024,12-6-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-1-15,High,231.7129974,12-7-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-1-15,Low,221.2960052,12-8-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-1-15,Open,230.2330017,12-9-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-1-15,Close,222.9259949,12-10-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-1-15,Volume,26090500,12-11-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-1-15,Adj Close,222.9259949,12-12-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-2-15,High,226.4160004,12-13-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-2-15,Low,222.4190063,12-14-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-2-15,Open,222.8939972,12-15-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-2-15,Close,225.8029938,12-16-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-2-15,Volume,20459000,12-17-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-2-15,Adj Close,225.8029938,12-18-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-3-15,High,227.404007,12-19-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-3-15,Low,223.9299927,12-20-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-3-15,Open,225.7359924,12-21-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-3-15,Close,225.8739929,12-22-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-3-15,Volume,17752400,12-23-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-3-15,Adj Close,225.8739929,12-24-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-4-15,High,226.5809937,12-25-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-4-15,Low,224.0540009,12-26-18,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-4-15,Open,225.7720032,12-27-18,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-4-15,Close,224.3240051,12-28-18,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-4-15,Volume,14728100,12-29-18,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-4-15,Adj Close,224.3240051,12-30-18,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-5-15,High,225.9680023,12-31-18,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-5-15,Low,223.1790009,1-1-19,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-5-15,Open,224.154007,1-2-19,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-5-15,Close,224.9519958,1-3-19,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-5-15,Volume,18056500,1-4-19,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-5-15,Adj Close,224.9519958,1-5-19,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-6-15,High,225.7189941,1-6-19,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-6-15,Low,224.3789978,1-7-19,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-6-15,Open,225.0050049,1-8-19,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-6-15,Close,225.6190033,1-9-19,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-6-15,Volume,11131500,1-10-19,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-6-15,Adj Close,225.6190033,1-11-19,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-7-15,High,226.1940002,1-12-19,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-7-15,Low,222.6519928,1-13-19,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-7-15,Open,225.595993,1-14-19,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-7-15,Close,222.8809967,1-15-19,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-7-15,Volume,13318400,1-16-19,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-7-15,Adj Close,222.8809967,1-17-19,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-8-15,High,229.4640045,1-18-19,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-8-15,Low,222.8390045,1-19-19,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-8-15,Open,222.8789978,1-20-19,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-8-15,Close,228.4889984,1-21-19,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-8-15,Volume,23378400,1-22-19,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-8-15,Adj Close,228.4889984,1-23-19,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-9-15,High,230.9539948,1-24-19,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-9-15,Low,227.9290009,1-25-19,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-9-15,Open,228.5379944,1-26-19,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-9-15,Close,229.0480042,1-27-19,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-9-15,Volume,28353100,1-28-19,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-9-15,Adj Close,229.0480042,1-29-19,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-10-15,High,229.7819977,1-30-19,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-10-15,Low,228.0099945,1-31-19,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-10-15,Open,228.9949951,2-1-19,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-10-15,Close,228.8029938,2-2-19,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-10-15,Volume,15904800,2-3-19,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-10-15,Adj Close,228.8029938,2-4-19,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-11-15,High,230.2870026,2-5-19,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-11-15,Low,228.7669983,2-6-19,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-11-15,Open,228.8549957,2-7-19,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-11-15,Close,229.7050018,2-8-19,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-11-15,Volume,14416000,2-9-19,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-11-15,Adj Close,229.7050018,2-10-19,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-12-15,High,231.0570068,2-11-19,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-12-15,Low,229.3130035,2-12-19,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-12-15,Open,229.7050018,2-13-19,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-12-15,Close,229.9819946,2-14-19,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-12-15,Volume,14017700,2-15-19,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-12-15,Adj Close,229.9819946,2-16-19,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-13-15,High,232.6519928,2-17-19,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-13-15,Low,229.2100067,2-18-19,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-13-15,Open,229.9199982,2-19-19,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-13-15,Close,232.4019928,2-20-19,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-13-15,Volume,13305300,2-21-19,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-13-15,Adj Close,232.4019928,2-22-19,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-14-15,High,234.8580017,2-23-19,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-14-15,Low,232.0039978,2-24-19,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-14-15,Open,232.4420013,2-25-19,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-14-15,Close,233.5429993,2-26-19,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-14-15,Volume,12165900,2-27-19,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-14-15,Adj Close,233.5429993,2-28-19,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-15-15,High,237.8359985,3-1-19,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
6-15-15,Low,233.4219971,3-2-19,457.3340149,465.8640137,452.4219971,21056800,468.1740112
6-15-15,Open,233.4219971,3-3-19,21056800,457.3340149,465.8640137,457.3340149,452.4219971
6-15-15,Close,236.822998,3-4-19,457.3340149,21056800,457.3340149,468.1740112,465.8640137
6-15-15,Volume,19912100,3-5-19,468.1740112,457.3340149,21056800,452.4219971,457.3340149
6-15-15,Adj Close,236.822998,3-6-19,452.4219971,468.1740112,457.3340149,465.8640137,21056800
6-16-15,High,251.7420044,3-7-19,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
