Date,level_1,0,,open,low,high,close,adj close
10-10-14,Adj Close,361.5620117,2-7-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-11-14,High,367.1910095,2-8-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-11-14,Low,355.9509888,2-9-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-11-14,Open,361.3619995,2-10-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-11-14,Close,362.2990112,2-11-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-11-14,Volume,13345200,2-12-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-11-14,Adj Close,362.2990112,2-13-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-12-14,High,379.4330139,2-14-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-12-14,Low,356.1440125,2-15-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-12-14,Open,362.6059875,2-16-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-12-14,Close,378.5490112,2-17-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-12-14,Volume,17552800,2-18-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-12-14,Adj Close,378.5490112,2-19-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-13-14,High,397.2260132,2-20-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-13-14,Low,368.8970032,2-21-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-13-14,Open,377.92099,2-22-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-13-14,Close,390.4140015,2-23-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-13-14,Volume,35221400,2-24-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-13-14,Adj Close,390.4140015,2-25-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-14-14,High,411.697998,2-26-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-14-14,Low,391.3240051,2-27-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-14-14,Open,391.6919861,2-28-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-14-14,Close,400.8699951,3-1-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-14-14,Volume,38491500,3-2-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-14-14,Adj Close,400.8699951,3-3-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-15-14,High,402.2269897,3-4-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-15-14,Low,388.7659912,3-5-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-15-14,Open,400.9549866,3-6-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-15-14,Close,394.7730103,3-7-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-15-14,Volume,25267100,3-8-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-15-14,Adj Close,394.7730103,3-9-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-16-14,High,398.8070068,3-10-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-16-14,Low,373.0700073,3-11-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-16-14,Open,394.5180054,3-12-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-16-14,Close,382.5559998,3-13-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-16-14,Volume,26990000,3-14-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-16-14,Adj Close,382.5559998,3-15-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-17-14,High,385.4779968,3-16-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-17-14,Low,375.3890076,3-17-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-17-14,Open,382.756012,3-18-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-17-14,Close,383.7579956,3-19-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-17-14,Volume,13600700,3-20-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-17-14,Adj Close,383.7579956,3-21-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-18-14,High,395.1579895,3-22-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-18-14,Low,378.9710083,3-23-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-18-14,Open,383.9760132,3-24-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-18-14,Close,391.4419861,3-25-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-18-14,Volume,11416800,3-26-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-18-14,Adj Close,391.4419861,3-27-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-19-14,High,393.9389954,3-28-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-19-14,Low,386.4570007,3-29-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-19-14,Open,391.2539978,3-30-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-19-14,Close,389.54599,3-31-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-19-14,Volume,5914570,4-1-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-19-14,Adj Close,389.54599,4-2-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-20-14,High,390.0840149,4-3-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-20-14,Low,378.2520142,4-4-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-20-14,Open,389.2309875,4-5-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-20-14,Close,382.8450012,4-6-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-20-14,Volume,16419000,4-7-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-20-14,Adj Close,382.8450012,4-8-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-21-14,High,392.6459961,4-9-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-21-14,Low,380.8340149,4-10-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-21-14,Open,382.42099,4-11-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-21-14,Close,386.4750061,4-12-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-21-14,Volume,14188900,4-13-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-21-14,Adj Close,386.4750061,4-14-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-22-14,High,388.5759888,4-15-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-22-14,Low,382.2489929,4-16-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-22-14,Open,386.1180115,4-17-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-22-14,Close,383.1579895,4-18-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-22-14,Volume,11641300,4-19-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-22-14,Adj Close,383.1579895,4-20-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-23-14,High,385.0480042,4-21-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-23-14,Low,356.446991,4-22-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-23-14,Open,382.9620056,4-23-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-23-14,Close,358.4169922,4-24-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-23-14,Volume,26456900,4-25-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-23-14,Adj Close,358.4169922,4-26-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-24-14,High,364.3450012,4-27-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-24-14,Low,353.3049927,4-28-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-24-14,Open,358.5910034,4-29-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-24-14,Close,358.3450012,4-30-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-24-14,Volume,15585700,5-1-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-24-14,Adj Close,358.3450012,5-2-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-25-14,High,359.8609924,5-3-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-25-14,Low,342.8770142,5-4-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-25-14,Open,358.6109924,5-5-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-25-14,Close,347.2709961,5-6-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-25-14,Volume,18127500,5-7-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-25-14,Adj Close,347.2709961,5-8-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-26-14,High,359.2210083,5-9-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-26-14,Low,343.9309998,5-10-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-26-14,Open,347.4869995,5-11-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-26-14,Close,354.70401,5-12-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-26-14,Volume,11272500,5-13-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-26-14,Adj Close,354.70401,5-14-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-27-14,High,358.6319885,5-15-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-27-14,Low,349.8089905,5-16-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-27-14,Open,354.7770081,5-17-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-27-14,Close,352.9890137,5-18-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-27-14,Volume,13033000,5-19-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-27-14,Adj Close,352.9890137,5-20-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-28-14,High,359.9840088,5-21-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-28-14,Low,352.6789856,5-22-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-28-14,Open,353.2149963,5-23-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-28-14,Close,357.6180115,5-24-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-28-14,Volume,7845880,5-25-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-28-14,Adj Close,357.6180115,5-26-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-29-14,High,357.8330078,5-27-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-29-14,Low,335.3429871,5-28-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-29-14,Open,357.0889893,5-29-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-29-14,Close,335.5910034,5-30-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-29-14,Volume,18192700,5-31-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-29-14,Adj Close,335.5910034,6-1-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-30-14,High,350.9129944,6-2-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-30-14,Low,335.071991,6-3-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-30-14,Open,335.7090149,6-4-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-30-14,Close,345.3049927,6-5-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-30-14,Volume,30177900,6-6-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-30-14,Adj Close,345.3049927,6-7-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
10-31-14,High,348.0450134,6-8-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
10-31-14,Low,337.1419983,6-9-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
10-31-14,Open,345.0090027,6-10-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
10-31-14,Close,338.3210144,6-11-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
10-31-14,Volume,12545400,6-12-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
10-31-14,Adj Close,338.3210144,6-13-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
11-1-14,High,340.5289917,6-14-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
11-1-14,Low,321.0549927,6-15-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
11-1-14,Open,338.6499939,6-16-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
11-1-14,Close,325.7489929,6-17-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
11-1-14,Volume,16677200,6-18-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
11-1-14,Adj Close,325.7489929,6-19-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
11-2-14,High,329.0499878,6-20-15,465.8640137,452.4219971,468.1740112,457.3340149,457.3340149
11-2-14,Low,320.6260071,6-21-15,457.3340149,465.8640137,452.4219971,21056800,468.1740112
11-2-14,Open,326.0750122,6-22-15,21056800,457.3340149,465.8640137,457.3340149,452.4219971
11-2-14,Close,325.8919983,6-23-15,457.3340149,21056800,457.3340149,468.1740112,465.8640137
11-2-14,Volume,8603620,6-24-15,468.1740112,457.3340149,21056800,452.4219971,457.3340149
11-2-14,Adj Close,325.8919983,6-25-15,452.4219971,468.1740112,457.3340149,465.8640137,21056800
