Date,high_NVDA,low_NVDA,open_NVDA,close_NVDA,volume_NVDA,adjclose_NVDA,high_SOXX,low_SOXX,open_SOXX,close_SOXX,volume_SOXX,adjclose_SOXX,high_BTC,low_BTC,open_BTC,close_BTC,volume_BTC,adjclose_BTC
2014-09-18,4.864999771118164,4.802499771118164,4.817500114440918,4.860000133514404,21960400.0,4.650732517242432,89.66999816894531,88.61000061035156,88.69000244140625,89.66999816894531,118500.0,81.06246185302734,456.8599854,413.1040039,456.8599854,424.4400024,34483200.0,424.4400024
2014-09-19,4.880000114440918,4.762499809265137,4.875,4.769999980926514,60131600.0,4.564609050750732,90.11000061035156,88.38999938964844,90.08999633789062,88.55000305175781,113000.0,80.04995727539062,427.8349915,384.5320129,424.1029968,394.79599,37919700.0,394.79599
2014-09-22,4.867499828338623,4.71750020980835,4.867499828338623,4.722499847412109,22146400.0,4.519154071807861,88.44000244140625,87.30999755859375,88.2300033569336,87.4800033569336,105200.0,79.08268737792969,406.9159851,397.1300049,399.1000061,402.1520081,24127600.0,402.1520081
2014-09-23,4.755000114440918,4.679999828338623,4.697500228881836,4.702499866485596,19614400.0,4.500015735626221,87.87000274658203,86.86000061035156,87.06999969482422,87.19999694824219,210900.0,78.82955932617188,441.5570068,396.196991,402.0920105,435.7909851,45099500.0,435.7909851
2014-09-24,4.744999885559082,4.695000171661377,4.699999809265137,4.730000019073486,15959200.0,4.52632999420166,88.08000183105469,87.12000274658203,87.12000274658203,88.05000305175781,109700.0,79.81765747070312,436.1119995,421.1319885,435.7510071,423.2049866,30627700.0,423.2049866
2014-09-25,4.737500190734863,4.617499828338623,4.724999904632568,4.627500057220459,29844000.0,4.428245544433594,87.93000030517578,86.16999816894531,87.87000274658203,86.44000244140625,169300.0,78.35818481445312,423.519989,409.4679871,423.1560059,411.5740051,26814400.0,411.5740051
2014-09-26,4.672500133514404,4.622499942779541,4.642499923706055,4.637499809265137,24118800.0,4.437812805175781,87.66999816894531,86.81999969482422,87.11000061035156,87.45999908447266,276100.0,79.2828140258789,414.9379883,400.0090027,411.4289856,404.4249878,21460800.0,404.4249878
2014-09-29,4.662499904632568,4.554999828338623,4.599999904632568,4.630000114440918,20854000.0,4.430636882781982,87.8499984741211,86.41000366210938,86.58000183105469,87.56999969482422,108600.0,79.38250732421875,385.2109985,372.2399902,376.928009,375.4670105,32497700.0,375.4670105
2014-09-30,4.644999980926514,4.557499885559082,4.610000133514404,4.612500190734863,27720400.0,4.413890361785889,87.69999694824219,86.52999877929688,87.69999694824219,86.8499984741211,123600.0,78.7298355102539,390.9769897,373.4429932,376.0880127,386.9440002,34707300.0,386.9440002
2014-10-01,4.652500152587891,4.554999828338623,4.619999885559082,4.567500114440918,35097600.0,4.370828151702881,86.68000030517578,84.51000213623047,86.68000030517578,84.7300033569336,558900.0,76.80805206298828,391.3789978,380.7799988,387.427002,383.6149902,26229400.0,383.6149902
2014-10-02,4.582499980926514,4.442500114440918,4.559999942779541,4.547500133514404,28899600.0,4.351688861846924,84.70999908447266,82.69999694824219,84.70999908447266,84.20999908447266,194800.0,76.33668518066406,385.4970093,372.9460144,383.9880066,375.071991,21777700.0,375.071991
2014-10-03,4.637499809265137,4.557499885559082,4.574999809265137,4.557499885559082,23914000.0,4.361257553100586,85.30999755859375,84.29000091552734,84.91999816894531,84.73999786376953,163200.0,76.8171157836914,377.6950073,357.8590088,375.1809998,359.5119934,30901200.0,359.5119934
2014-10-06,4.612500190734863,4.5,4.574999809265137,4.53000020980835,19903200.0,4.334941864013672,85.04000091552734,83.44999694824219,84.88999938964844,84.0,143300.0,76.14632415771484,345.1340027,302.5599976,320.3890076,330.07901,79011800.0,330.07901
2014-10-07,4.554999828338623,4.477499961853027,4.510000228881836,4.482500076293945,30189600.0,4.289488315582275,83.9000015258789,82.4000015258789,83.72000122070312,82.4000015258789,420200.0,74.69590759277344,339.2470093,320.4819946,330.5840149,336.1870117,49199900.0,336.1870117
2014-10-08,4.587500095367432,4.442500114440918,4.477499961853027,4.565000057220459,26017200.0,4.368436813354492,84.44000244140625,81.72000122070312,82.58000183105469,84.26000213623047,146400.0,76.38200378417969,354.3640137,327.1879883,336.1159973,352.9400024,54736300.0,352.9400024
2014-10-09,4.550000190734863,4.440000057220459,4.545000076293945,4.477499961853027,30695600.0,4.284703731536865,84.0999984741211,81.93000030517578,84.08999633789062,81.9800033569336,435700.0,74.31517791748047,382.7260132,347.6870117,352.7479858,365.026001,83641104.0,365.026001
2014-10-10,4.457499980926514,4.210000038146973,4.442500114440918,4.212500095367432,69137600.0,4.031113147735596,79.72000122070312,75.63999938964844,79.69999694824219,76.33000183105469,1317100.0,69.19341278076172,375.0669861,352.9630127,364.6870117,361.5620117,43665700.0,361.5620117
2014-10-13,4.324999809265137,4.192500114440918,4.239999771118164,4.197500228881836,39762800.0,4.01676082611084,77.31999969482422,74.66000366210938,76.37000274658203,74.70999908447266,1475000.0,67.7248764038086,397.2260132,368.8970032,377.92099,390.4140015,35221400.0,390.4140015
2014-10-14,4.412499904632568,4.230000019073486,4.255000114440918,4.295000076293945,37662000.0,4.110062599182129,77.5,75.43000030517578,76.05000305175781,76.05999755859375,1010400.0,68.94866180419922,411.697998,391.3240051,391.6919861,400.8699951,38491500.0,400.8699951
2014-10-15,4.382500171661377,4.204999923706055,4.232500076293945,4.360000133514404,40442800.0,4.172261714935303,77.0,74.16000366210938,74.5999984741211,76.41999816894531,661600.0,69.27499389648438,402.2269897,388.7659912,400.9549866,394.7730103,25267100.0,394.7730103
2014-10-16,4.412499904632568,4.272500038146973,4.28249979019165,4.362500190734863,35111600.0,4.174654006958008,78.12999725341797,75.3499984741211,75.37000274658203,77.5999984741211,330100.0,70.3447036743164,398.8070068,373.0700073,394.5180054,382.5559998,26990000.0,382.5559998
2014-10-17,4.465000152587891,4.337500095367432,4.414999961853027,4.355000019073486,29071600.0,4.167479038238525,79.5,78.05000305175781,78.98999786376953,78.16999816894531,521000.0,70.86138916015625,385.4779968,375.3890076,382.756012,383.7579956,13600700.0,383.7579956
2014-10-20,4.432499885559082,4.324999809265137,4.355000019073486,4.392499923706055,20033600.0,4.203363418579102,79.48999786376953,77.6500015258789,78.19999694824219,79.41000366210938,197300.0,71.98546600341797,390.0840149,378.2520142,389.2309875,382.8450012,16419000.0,382.8450012
2014-10-21,4.585000038146973,4.412499904632568,4.425000190734863,4.579999923706055,35109200.0,4.382790565490723,82.37999725341797,80.29000091552734,80.3499984741211,82.33999633789062,362200.0,74.64151000976562,392.6459961,380.8340149,382.42099,386.4750061,14188900.0,386.4750061
2014-10-22,4.587500095367432,4.472499847412109,4.572500228881836,4.472499847412109,23951200.0,4.279918670654297,83.08000183105469,81.12000274658203,82.97000122070312,81.16000366210938,669500.0,73.5718002319336,388.5759888,382.2489929,386.1180115,383.1579895,11641300.0,383.1579895
2014-10-23,4.605000019073486,4.517499923706055,4.550000190734863,4.572500228881836,21447600.0,4.375613689422607,82.7699966430664,81.9800033569336,82.2300033569336,82.33000183105469,236500.0,74.63245391845703,385.0480042,356.446991,382.9620056,358.4169922,26456900.0,358.4169922
2014-10-24,4.647500038146973,4.572500228881836,4.599999904632568,4.619999885559082,21015600.0,4.42106819152832,83.36000061035156,82.29000091552734,82.3499984741211,83.1500015258789,208300.0,75.37580871582031,364.3450012,353.3049927,358.5910034,358.3450012,15585700.0,358.3450012
2014-10-27,4.639999866485596,4.567500114440918,4.617499828338623,4.622499942779541,14509200.0,4.423460483551025,83.66999816894531,82.45999908447266,83.08999633789062,83.54000091552734,450800.0,75.72930908203125,358.6319885,349.8089905,354.7770081,352.9890137,13033000.0,352.9890137
2014-10-28,4.737500190734863,4.605000019073486,4.610000133514404,4.732500076293945,19258000.0,4.52872371673584,84.76000213623047,83.69999694824219,83.9800033569336,84.7300033569336,430300.0,76.80805206298828,359.9840088,352.6789856,353.2149963,357.6180115,7845880.0,357.6180115
2014-10-29,4.739999771118164,4.659999847412109,4.712500095367432,4.702499866485596,16834000.0,4.500015735626221,85.12000274658203,83.93000030517578,84.58999633789062,84.9000015258789,621400.0,76.962158203125,357.8330078,335.3429871,357.0889893,335.5910034,18192700.0,335.5910034
2014-10-30,4.710000038146973,4.612500190734863,4.690000057220459,4.672500133514404,17026000.0,4.471307754516602,84.58999633789062,82.81999969482422,84.5,83.87000274658203,381700.0,76.02845764160156,350.9129944,335.071991,335.7090149,345.3049927,30177900.0,345.3049927
2014-10-31,4.887499809265137,4.755000114440918,4.78000020980835,4.885000228881836,25631600.0,4.674656391143799,87.56999969482422,86.19999694824219,86.19999694824219,87.1500015258789,747100.0,79.0018081665039,348.0450134,337.1419983,345.0090027,338.3210144,12545400.0,338.3210144
2014-11-03,5.014999866485596,4.942500114440918,4.997499942779541,4.96750020980835,30873200.0,4.753605365753174,88.22000122070312,87.1500015258789,87.27999877929688,87.75,556500.0,79.54568481445312,334.0020142,325.4809875,325.5690002,327.5539856,12948500.0,327.5539856
2014-11-04,5.050000190734863,4.917500019073486,5.0,5.03249979019165,36019600.0,4.815804958343506,87.94999694824219,86.77999877929688,87.41999816894531,87.43000030517578,179900.0,79.25559997558594,331.7669983,325.0769958,327.1610107,330.4920044,15655500.0,330.4920044
2014-11-05,5.065000057220459,4.994999885559082,5.0625,5.03249979019165,33565200.0,4.815804958343506,88.41999816894531,87.33000183105469,88.08999633789062,88.30999755859375,254300.0,80.05333709716797,343.368988,330.6830139,330.6830139,339.4859924,19817200.0,339.4859924
2014-11-06,5.0625,4.965000152587891,5.042500019073486,5.054999828338623,39408800.0,4.837335586547852,88.0999984741211,87.0,87.79000091552734,87.55000305175781,326000.0,79.36439514160156,352.9660034,338.4240112,339.4580078,349.2900085,18797000.0,349.2900085
2014-11-07,5.172500133514404,4.897500038146973,5.112500190734863,4.947500228881836,45080000.0,4.734465599060059,87.7300033569336,86.05999755859375,87.44999694824219,86.76000213623047,148400.0,78.64826202392578,352.7319946,341.776001,349.8179932,342.4150085,16834200.0,342.4150085
2014-11-10,5.037499904632568,4.929999828338623,4.942500114440918,5.005000114440918,29338800.0,4.789490699768066,87.54000091552734,86.62999725341797,87.0,87.4000015258789,108700.0,79.2284164428711,374.8160095,357.5610046,362.2650146,366.9240112,30450100.0,366.9240112
2014-11-11,5.002500057220459,4.902500152587891,4.974999904632568,4.945000171661377,21299200.0,4.7320733070373535,87.54000091552734,86.86000061035156,87.54000091552734,87.2300033569336,177900.0,79.0743179321289,371.3099976,363.7349854,365.8569946,367.6950073,15838900.0,367.6950073
2014-11-12,4.940000057220459,4.84499979019165,4.927499771118164,4.912499904632568,20458400.0,4.700972557067871,87.16999816894531,86.62999725341797,86.88999938964844,87.0999984741211,84900.0,78.95646667480469,429.7179871,367.9849854,367.9849854,423.5610046,45783200.0,423.5610046
2014-11-13,4.9375,4.847499847412109,4.929999828338623,4.887499809265137,22532800.0,4.67704963684082,87.9800033569336,86.80000305175781,87.37999725341797,87.11000061035156,62200.0,78.96552276611328,457.0929871,401.1229858,427.2730103,420.7349854,58945000.0,420.7349854
2014-11-14,4.947500228881836,4.84499979019165,4.892499923706055,4.947500228881836,16024800.0,4.734465599060059,87.93000030517578,86.48999786376953,86.95999908447266,87.87000274658203,92500.0,79.65445709228516,419.2520142,384.7890015,418.4169922,397.8179932,29589200.0,397.8179932
2014-11-17,4.977499961853027,4.892499923706055,4.925000190734863,4.925000190734863,15873200.0,4.712935924530029,87.72000122070312,86.76000213623047,87.45999908447266,87.47000122070312,288300.0,79.29185485839844,410.1990051,377.5020142,388.348999,387.4079895,41518800.0,387.4079895
