Datetime,Tweet Id,Text,Username
2017-04-30 23:57:26+00:00,858832699766611969,Enter This #Nvidia #GTX1080 #Giveaway From @GoingRogueGG https://t.co/4ELyCcmCue,ItsKamikaze90
2017-04-30 23:57:20+00:00,858832674605158402,"What to Watch When NVIDIA Reports Earnings -- The Motley Fool

         https://t.co/CC7JSBUqQd #ai #ml #dl",maxversace
2017-04-30 23:56:09+00:00,858832376562057216,"@_LDSO_ NVIDIA are using the slowest available HBM2 on Teslas, 1.4Gbps, and that runs at 715Mhz. Timespy shows 700Mhz apparently :P",AlValentyn
2017-04-30 23:55:20+00:00,858832170806280193,"What to Watch When NVIDIA Reports Earnings -- The Motley Fool

         https://t.co/Ta2MVeNizy #ai #ml #dl",AINewsFeed
2017-04-30 23:54:16+00:00,858831903960387584,"#computer NVIDIA SHIELD K1 Black 8"" 16GB Wi-Fi Only Tablet https://t.co/rvGhVg3Ffj please retweet https://t.co/uBn6DMQnMH",tractorman1922
2017-04-30 23:54:12+00:00,858831883798433793,"#computer NVIDIA SHIELD K1 Black 8"" 16GB Wi-Fi Only Tablet https://t.co/JN3qQhIRT6 please retweet https://t.co/ezO7ROfNfP",johnsicurella
2017-04-30 23:54:11+00:00,858831881139175424,"#computer NVIDIA SHIELD K1 Black 8"" 16GB Wi-Fi Only Tablet https://t.co/VN59c7pzfh please retweet https://t.co/OvSbUYVjIo",followbacksen
2017-04-30 23:52:00+00:00,858831331572273152,Bosch and Nvidia create an AI supercomputer for self-driving tech https://t.co/Oykqc0La74 https://t.co/o0F9bqhW4Q,peter_ryans
2017-04-30 23:51:44+00:00,858831264454909952,Enter This #Nvidia #GTX1080 #Giveaway From @GoingRogueGG https://t.co/2QruGOQDlX,gesre1
2017-04-30 23:51:28+00:00,858831195819454464,@Friday13thGame Does It work on nvidia gtx 970 ??,Custard_Raccoon
2017-04-30 23:47:21+00:00,858830162321743872,Enter This #Nvidia #GTX1080 #Giveaway From @GoingRogueGG https://t.co/yv0rOV2zpa,Yarik_V
2017-04-30 23:46:39+00:00,858829983589908480,Enter This #Nvidia #GTX1080 #Giveaway From @GoingRogueGG https://t.co/fU4Urljbfw,Ze_Boss11
2017-04-30 23:45:34+00:00,858829714495905792,Enter This #Nvidia #GTX1080 #Giveaway From @GoingRogueGG https://t.co/hWyYOlPG9U,elielso26773667
2017-04-30 23:45:04+00:00,858829586561478656,Android Police and NVIDIA are giving away 2 SHIELDs and $25 Google Play gift cards https://t.co/XAoAm890az,ansonantonym
2017-04-30 23:37:50+00:00,858827767902752769,"Enter This #Nvidia #GTX1080 #Giveaway, courtesy of @TeamAllegiance https://t.co/si08Pjv0eR",nickywow1337
2017-04-30 23:36:26+00:00,858827415983857664,Enter This #Nvidia #GTX1080 #Giveaway From @GoingRogueGG https://t.co/O9oeKmVDpk,nickywow1337
2017-04-30 23:33:28+00:00,858826666533146624,What to Watch When NVIDIA Reports Earnings https://t.co/9tAomZ04EZ,PythonLoop
2017-04-30 23:32:48+00:00,858826500258185216,"Enter This #Nvidia #GTX1080 #Giveaway, courtesy of @TeamAllegiance https://t.co/z5UQDUkeGB",Killblacksoul
2017-04-30 23:32:18+00:00,858826374588514306,Enter This #Nvidia #GTX1080 #Giveaway From @GoingRogueGG https://t.co/VFWLlJmrJ7,Killblacksoul
2017-04-30 23:32:13+00:00,858826351691812868,#STOCKS #NYSE | What to Watch When NVIDIA Reports Earnings https://t.co/AzH5Zw98cl | ♥ TOP DIVIDEND STOCKS https://t.co/JKOkm5n7lt https://t.co/DY2mapuugv,TH_Full_Life
2017-04-30 23:32:13+00:00,858826351498870784,#STOCKS #NYSE | What to Watch When NVIDIA Reports Earnings https://t.co/VbF8BH1c5S | ♥ TOP DIVIDEND STOCKS https://t.co/Uzs4x8I9FQ https://t.co/zwJ79scarN,CasperBoxing
2017-04-30 23:32:13+00:00,858826351230435328,#STOCKS #NYSE | What to Watch When NVIDIA Reports Earnings https://t.co/3gjv6UlLWi | ♥ TOP DIVIDEND STOCKS https://t.co/kNCxLTRmAl https://t.co/h9vjuSFr2g,toddhuff123
2017-04-30 23:31:58+00:00,858826291348361216,Enter This #Nvidia #GTX1080 #Giveaway From @GoingRogueGG https://t.co/X0iKmd2gxw,itzseannn
2017-04-30 23:31:42+00:00,858826222662451201,Love coming home to my computer with teamviewer to update nvidia so I can even use the damage,KittenEbooks
2017-04-30 23:29:59+00:00,858825792482037760,Enter This #Nvidia #GTX1080 #Giveaway From @GoingRogueGG https://t.co/beWNFUSx8g,rawrhaha806
2017-04-30 23:28:21+00:00,858825378407829505,New post (What to Watch When NVIDIA Reports Earnings -- The Motley Fool) has been published on Stockmarket ... - https://t.co/kqynqCnNTy https://t.co/7ojXoRCOp1,biedexmarkets
2017-04-30 23:27:46+00:00,858825232110374912,"Enter This #Nvidia #GTX1080 #Giveaway, courtesy of @TeamAllegiance https://t.co/CbQ7pxkz4P",HoldenHo
