Date,high,low,open,close,volume,adjclose
1999-01-25,0.4583329856395721,0.4101560115814209,0.4427079856395721,0.453125,51048000.0,0.4159629046916961
1999-01-26,0.4674479961395263,0.4114579856395721,0.4583329856395721,0.4179689884185791,34320000.0,0.3836901187896728
1999-01-27,0.4296880066394806,0.3958329856395721,0.4192709922790527,0.4166670143604278,24436800.0,0.3824949264526367
1999-01-28,0.4192709922790527,0.4127599895000458,0.4166670143604278,0.4153650104999542,22752000.0,0.3812997341156006
1999-01-29,0.4166670143604278,0.3958329856395721,0.4153650104999542,0.3958329856395721,24403200.0,0.3633696436882019
1999-02-01,0.40625,0.3958329856395721,0.3958329856395721,0.4036459922790527,15470400.0,0.370541900396347
1999-02-02,0.40625,0.3606770038604736,0.3958329856395721,0.3723959922790527,26409600.0,0.3418546319007873
1999-02-03,0.3854170143604278,0.3645829856395721,0.3671880066394806,0.3802079856395721,7512000.0,0.3490260541439056
1999-02-04,0.4114579856395721,0.3802079856395721,0.3854170143604278,0.4010420143604278,18192000.0,0.3681514859199524
1999-02-05,0.4166670143604278,0.3971349895000458,0.4075520038604736,0.4127599895000458,13684800.0,0.3789082467556
1999-02-08,0.4166670143604278,0.3984380066394806,0.4153650104999542,0.3984380066394806,15408000.0,0.3657608330249786
1999-02-09,0.4088540077209472,0.3776040077209472,0.40625,0.3828130066394806,8697600.0,0.3514173626899719
1999-02-10,0.3932290077209472,0.3723959922790527,0.3828130066394806,0.3789060115814209,14822400.0,0.3478308916091919
1999-02-11,0.4270829856395721,0.3802079856395721,0.3802079856395721,0.4114579856395721,13224000.0,0.3777130842208862
1999-02-12,0.4375,0.4166670143604278,0.4166670143604278,0.4348959922790527,10972800.0,0.39922896027565
1999-02-16,0.4609380066394806,0.3932290077209472,0.4427079856395721,0.4375,21100800.0,0.4016193449497223
1999-02-17,0.4322920143604278,0.40625,0.4270829856395721,0.4140630066394806,6772800.0,0.3801045417785644
1999-02-18,0.4322920143604278,0.4088540077209472,0.4270829856395721,0.4205729961395263,7070400.0,0.3860805630683899
1999-02-19,0.4427079856395721,0.4114579856395721,0.4166670143604278,0.4348959922790527,7536000.0,0.39922896027565
1999-02-22,0.4479170143604278,0.4140630066394806,0.4427079856395721,0.4375,20524800.0,0.4016193449497223
1999-02-23,0.4674479961395263,0.421875,0.4479170143604278,0.4583329856395721,13809600.0,0.4207437038421631
1999-02-24,0.546875,0.4830729961395263,0.5260419845581055,0.4947920143604278,61276800.0,0.4542126059532165
1999-02-25,0.53125,0.4713540077209472,0.515625,0.4791670143604278,14913600.0,0.4398690462112427
1999-02-26,0.5,0.453125,0.484375,0.4570310115814209,17260800.0,0.4195486307144165
1999-03-01,0.4791670143604278,0.4375,0.46875,0.4596349895000458,9216000.0,0.421938955783844
1999-03-02,0.4609380066394806,0.4479170143604278,0.4583329856395721,0.4557290077209472,5524800.0,0.4183533191680908
1999-03-03,0.4583329856395721,0.421875,0.4583329856395721,0.4244790077209472,6139200.0,0.3896662890911102
